YearAdj,Season,Date,InflowSacR,InflowYolo,InflowEast,InflowTotal,Outflow,Export,X2,TotalUSGSOutflow,CacheFlow
1976,Winter,1976-01-17,14700,24,3303,18027,8239,8638,78.159001649408,NA,NA
1976,Winter,1976-01-18,14400,22,3208,17630,7424,9106,78.8445797814114,NA,NA
1976,Winter,1976-01-19,14500,21,2983,17504,8404,8000,81.3812991830031,NA,NA
1976,Winter,1976-01-20,14600,21,2571,17192,8988,7104,79.9510809467896,NA,NA
1976,Winter,1976-01-21,14800,21,3013,17834,9192,7592,78.8712617313679,NA,NA
1976,Winter,1976-01-22,14800,22,3018,17840,9206,7584,76.569669570341,NA,NA
1976,Winter,1976-01-23,14500,16,2871,17387,7846,8541,76.1376147750617,NA,NA
1976,Winter,1976-01-24,13900,12,2382,16294,5653,9641,76.3846291018119,NA,NA
1976,Winter,1976-01-25,13100,11,2266,15377,4872,9505,77.0649115004299,NA,NA
1976,Winter,1976-01-26,12500,12,2223,14735,4390,9345,77.8127202672518,NA,NA
1976,Winter,1976-01-27,12100,21,2144,14265,5150,8165,77.961153045533,NA,NA
1976,Winter,1976-01-28,11700,44,2037,13781,4253,8578,78.4021309155285,NA,NA
1976,Winter,1976-01-29,11500,48,1967,13515,3877,8688,79.2893211781718,NA,NA
1976,Winter,1976-01-30,11400,50,1914,13364,4067,8347,80.3673726799508,NA,NA
1976,Winter,1976-01-31,11400,56,1952,13408,4211,8297,80.6333360719822,NA,NA
1976,Winter,1976-02-01,11500,59,2017,13576,4413,8263,80.8925344057678,NA,NA
1976,Winter,1976-02-02,11700,64,2171,13935,4641,8394,81.2630976503603,NA,NA
1976,Winter,1976-02-03,11800,63,2008,13871,4661,8310,81.8005996532101,NA,NA
1976,Winter,1976-02-04,12200,66,1956,14222,5735,7587,82.8669836866922,NA,NA
1976,Winter,1976-02-05,12500,55,1993,14548,6986,6662,83.6935348434545,NA,NA
1976,Winter,1976-02-06,12800,58,2375,15233,8614,8076,82.7009114682015,NA,NA
1976,Winter,1976-02-07,12900,78,2549,15527,8981,8003,81.6909552989601,NA,NA
1976,Winter,1976-02-08,12900,59,2466,15425,9432,8132,81.7836331998655,NA,NA
1976,Winter,1976-02-09,12800,44,2452,15296,9797,7886,82.2099669118588,NA,NA
1976,Winter,1976-02-10,12800,28,2469,15297,10758,6976,83.8704067544886,NA,NA
1976,Winter,1976-02-11,12200,19,2436,14655,7873,6862,83.2662916125473,NA,NA
1976,Winter,1976-02-12,11800,15,2457,14272,7436,6916,84.5907706474674,NA,NA
1976,Winter,1976-02-13,11700,14,2365,14079,6778,6699,84.0037066895631,NA,NA
1976,Winter,1976-02-14,12000,13,2430,14443,8913,6355,84.4842364106038,NA,NA
1976,Winter,1976-02-15,12200,11,2516,14727,9853,5761,84.0313832571864,NA,NA
1976,Winter,1976-02-16,12600,11,2533,15144,9876,6589,84.3424093867584,NA,NA
1976,Winter,1976-02-17,13200,14,2560,15774,10957,6448,83.1033718226294,NA,NA
1976,Winter,1976-02-18,13800,15,2476,16291,10513,7471,82.6779886280507,NA,NA
1976,Winter,1976-02-19,14200,15,2370,16585,8713,8324,82.293754851348,NA,NA
1976,Winter,1976-02-20,14300,11,2270,16581,8677,8356,82.5751603096878,NA,NA
1976,Winter,1976-02-21,13500,9,2262,15771,7667,8072,81.3377488691353,NA,NA
1976,Winter,1976-02-22,12600,9,2266,14875,6063,8470,80.2025344731347,NA,NA
1976,Winter,1976-02-23,12000,8,2241,14249,5853,7992,80.5869974337503,NA,NA
1976,Winter,1976-02-24,12500,8,2120,14628,5779,8011,81.9790045174576,NA,NA
1976,Winter,1976-02-25,12800,11,2065,14876,6008,7968,82.1904959335208,NA,NA
1976,Winter,1976-02-26,12700,12,2054,14766,5211,8655,81.3722163417588,NA,NA
1976,Winter,1976-02-27,12500,23,2046,14569,4627,9043,81.8917914009476,NA,NA
1976,Winter,1976-02-28,13300,87,1987,15374,5086,9388,82.2098824489565,NA,NA
1976,Winter,1976-02-29,16600,100,2054,18754,6767,11037,81.9609533361916,NA,NA
1976,Spring,1976-03-01,19700,102,2125,21927,13373,9713,82.7456438823965,NA,NA
1976,Spring,1976-03-02,25200,91,2558,27849,19813,9269,82.7019883933055,NA,NA
1976,Spring,1976-03-03,27500,117,2693,30310,25253,9640,81.1297948440064,NA,NA
1976,Spring,1976-03-04,24800,262,2568,27630,22844,9369,79.5185329319273,NA,NA
1976,Spring,1976-03-05,22200,153,2482,24835,19984,9384,76.7550708303089,NA,NA
1976,Spring,1976-03-06,19800,104,2476,22380,14964,9840,76.0903494225163,NA,NA
1976,Spring,1976-03-07,17700,88,2444,20232,12050,10482,74.5791079323028,NA,NA
1976,Spring,1976-03-08,15800,84,2368,18252,7173,9979,74.4031104640216,NA,NA
1976,Spring,1976-03-09,14400,73,2310,16783,5821,9862,75.1944635031593,NA,NA
1976,Spring,1976-03-10,13700,68,2389,16157,5341,9716,76.3937104324279,NA,NA
1976,Spring,1976-03-11,13200,69,2410,15679,5389,9140,77.1793542271792,NA,NA
1976,Spring,1976-03-12,13000,65,2468,15533,5545,8838,76.8395725799766,NA,NA
1976,Spring,1976-03-13,13000,57,2262,15319,4752,9367,76.6421640588897,NA,NA
1976,Spring,1976-03-14,13200,47,2154,15401,4885,9266,76.7111092497964,NA,NA
1976,Spring,1976-03-15,13100,43,2082,15225,5132,8843,77.6896139665906,NA,NA
1976,Spring,1976-03-16,12700,25,1898,14623,4279,9044,77.728845601948,NA,NA
1976,Spring,1976-03-17,12400,9,1768,14177,3625,9202,77.6633491193388,NA,NA
1976,Spring,1976-03-18,12400,9,1678,14087,3860,8877,81.1277618920232,NA,NA
1976,Spring,1976-03-19,12300,9,1633,13942,4292,8250,81.0234847717674,NA,NA
1976,Spring,1976-03-20,12100,8,1604,13712,4238,8074,81.137281639378,NA,NA
1976,Spring,1976-03-21,12000,7,1603,13610,4123,8037,79.7121648764834,NA,NA
1976,Spring,1976-03-22,11900,11,1688,13599,4335,7764,80.521441588493,NA,NA
1976,Spring,1976-03-23,11700,15,1583,13298,4495,7303,82.1830729480007,NA,NA
1976,Spring,1976-03-24,11700,10,1535,13245,4643,7052,81.9175780156589,NA,NA
1976,Spring,1976-03-25,11200,5,1498,12703,3558,7595,81.8182483073881,NA,NA
1976,Spring,1976-03-26,10900,4,1576,12480,3660,7220,81.3446000176504,NA,NA
1976,Spring,1976-03-27,10600,19,1539,12158,3603,6955,81.3540484113541,NA,NA
1976,Spring,1976-03-28,10500,11,1602,12113,3683,6780,81.791811519171,NA,NA
1976,Spring,1976-03-29,10900,11,1690,12601,4265,6686,82.3560396617908,NA,NA
1976,Spring,1976-03-30,10900,3,1562,12465,6064,4751,82.122774799959,NA,NA
1976,Spring,1976-03-31,11300,2,1517,12819,6392,4727,81.8485052133082,NA,NA
1976,Spring,1976-04-01,11100,3,1627,12730,5732,5248,82.9381048842186,NA,NA
1976,Spring,1976-04-02,11100,0,1544,12644,5669,5225,82.6059231377955,NA,NA
1976,Spring,1976-04-03,11600,0,1400,13000,5985,5265,82.4590001100168,NA,NA
1976,Spring,1976-04-04,12200,0,1489,13689,6696,5193,83.0838798747334,NA,NA
1976,Spring,1976-04-05,12900,0,1644,14544,7523,5221,83.1510002904998,NA,NA
1976,Spring,1976-04-06,13400,0,1552,14952,7903,5311,83.0508602493838,NA,NA
1976,Spring,1976-04-07,13700,0,1441,15141,12699,5170,82.7179827831732,NA,NA
1976,Spring,1976-04-08,14700,0,1840,16540,16411,4110,82.88043179952,NA,NA
1976,Spring,1976-04-09,15900,0,2048,17948,17982,3947,82.7896155879235,NA,NA
1976,Spring,1976-04-10,18000,0,2098,20098,22816,4613,81.4710006337403,NA,NA
1976,Spring,1976-04-11,19200,0,1993,21193,23715,4809,81.3709117321767,NA,NA
1976,Spring,1976-04-12,18200,0,1974,20174,17849,5190,79.7261564837436,NA,NA
1976,Spring,1976-04-13,16500,0,1864,18364,14580,5296,78.6294729117661,NA,NA
1976,Spring,1976-04-14,15100,0,1814,16914,13119,5307,78.1433499408039,NA,NA
1976,Spring,1976-04-15,14500,0,1636,16136,9028,5332,78.0328950554778,NA,NA
1976,Spring,1976-04-16,13500,0,1601,15101,7800,5463,78.2548413511334,NA,NA
1976,Spring,1976-04-17,12500,0,1591,14091,6743,5510,77.0164232403003,NA,NA
1976,Spring,1976-04-18,12200,0,1565,13765,6400,5527,76.8891760919269,NA,NA
1976,Spring,1976-04-19,12100,0,1471,13571,6137,5596,77.1626688502297,NA,NA
1976,Spring,1976-04-20,11700,0,1297,12997,5050,6047,76.9519275266051,NA,NA
1976,Spring,1976-04-21,11000,0,1174,12174,3460,6814,76.4679525330095,NA,NA
1976,Spring,1976-04-22,10500,0,1084,11584,3858,5826,77.4083577621503,NA,NA
1976,Spring,1976-04-23,10000,0,1117,11117,4342,4875,77.9288521758216,NA,NA
1976,Spring,1976-04-24,9920,0,1084,11004,4454,4600,77.7069741642689,NA,NA
1976,Spring,1976-04-25,10000,0,1097,11097,4511,4636,77.5007980139089,NA,NA
1976,Spring,1976-04-26,10300,0,1125,11425,3794,5681,77.6270049766191,NA,NA
1976,Spring,1976-04-27,10200,0,1087,11287,4205,5132,76.49926388489,NA,NA
1976,Spring,1976-04-28,9860,0,1013,10873,4588,4285,78.6171061877015,NA,NA
1976,Spring,1976-04-29,9850,0,1009,10859,4757,4102,81.0235730265859,NA,NA
1976,Spring,1976-04-30,10000,0,980,10980,4062,4918,81.1474554072358,NA,NA
1976,Spring,1976-05-01,10400,0,980,11380,3985,5395,81.3368933959676,NA,NA
1976,Spring,1976-05-02,10700,0,1048,11748,4389,5359,82.3936032255829,NA,NA
1976,Spring,1976-05-03,10700,0,1105,11805,4892,4863,82.3977911244862,NA,NA
1976,Spring,1976-05-04,10600,0,1056,11656,4692,4864,82.7140632211122,NA,NA
1976,Spring,1976-05-05,10300,0,1013,11313,3879,5334,82.8965736504482,NA,NA
1976,Spring,1976-05-06,10200,1,1003,11204,3888,5216,82.9564410231822,NA,NA
1976,Spring,1976-05-07,10700,30,1124,11854,3882,5822,83.0786796135775,NA,NA
1976,Spring,1976-05-08,11100,47,1159,12306,3738,6418,83.123981589299,NA,NA
1976,Spring,1976-05-09,10700,60,1159,11919,3599,6120,83.6643273500642,NA,NA
1976,Spring,1976-05-10,10800,62,1212,12074,4150,5724,83.9760980349765,NA,NA
1976,Spring,1976-05-11,10600,71,1215,11886,3927,5709,84.1555967916079,NA,NA
1976,Spring,1976-05-12,10800,54,1129,11983,3780,5903,83.5171388579853,NA,NA
1976,Spring,1976-05-13,11100,18,1109,12227,3831,6096,83.5076863434459,NA,NA
1976,Spring,1976-05-14,11100,20,1108,12228,3478,6400,84.6706957170643,NA,NA
1976,Spring,1976-05-15,10800,24,1070,11894,3141,6403,86.1929911321586,NA,NA
1976,Spring,1976-05-16,11100,27,1031,12158,3576,6182,86.4917986164503,NA,NA
1976,Spring,1976-05-17,11200,36,1129,12365,3726,6189,87.9775443514775,NA,NA
1976,Spring,1976-05-18,11100,45,1011,12156,3623,6083,87.2005171401708,NA,NA
1976,Spring,1976-05-19,11000,44,966,12010,3761,5749,86.6671831732989,NA,NA
1976,Spring,1976-05-20,10900,46,922,11868,3645,5673,86.2546591053562,NA,NA
1976,Spring,1976-05-21,11000,46,954,12000,4140,5310,85.4292917843284,NA,NA
1976,Spring,1976-05-22,11200,46,969,12215,4234,5381,86.23690703091,NA,NA
1976,Spring,1976-05-23,11400,56,995,12451,4571,5230,86.1018728845174,NA,NA
1976,Spring,1976-05-24,11500,60,1104,12664,4680,5284,85.7980588289572,NA,NA
1976,Spring,1976-05-25,11300,60,1038,12398,3957,5691,85.5939851558834,NA,NA
1976,Spring,1976-05-26,11300,60,1006,12366,3951,5665,85.3892815613145,NA,NA
1976,Spring,1976-05-27,11300,66,957,12323,3715,5808,85.7353932070225,NA,NA
1976,Spring,1976-05-28,11100,76,900,12076,4009,5217,86.7614019009736,NA,NA
1976,Spring,1976-05-29,10600,82,878,11560,3399,5261,86.6649035506119,NA,NA
1976,Spring,1976-05-30,10600,53,910,11563,3733,4880,86.5259544473165,NA,NA
1976,Spring,1976-05-31,11000,36,922,11958,4091,4867,87.4307508873513,NA,NA
1976,Summer,1976-06-01,11200,13,943,12156,4109,4997,86.506452727206,NA,NA
1976,Summer,1976-06-02,11200,4,949,12153,3860,5193,86.4728338303019,NA,NA
1976,Summer,1976-06-03,10900,0,985,11885,3722,5013,86.0579079870032,NA,NA
1976,Summer,1976-06-04,10900,0,936,11836,3784,4852,85.7688286033588,NA,NA
1976,Summer,1976-06-05,11100,0,919,12019,3928,4841,85.3161087871361,NA,NA
1976,Summer,1976-06-06,11200,0,942,12142,4039,4803,85.1475621437337,NA,NA
1976,Summer,1976-06-07,11600,0,925,12525,4336,4839,85.1019066911622,NA,NA
1976,Summer,1976-06-08,11800,0,866,12666,4476,4790,85.6952952419877,NA,NA
1976,Summer,1976-06-09,12100,0,837,12937,4269,5218,85.8499044952323,NA,NA
1976,Summer,1976-06-10,12100,0,832,12932,4281,5337,86.245587218209,NA,NA
1976,Summer,1976-06-11,12100,0,841,12941,4191,5386,86.8720353111556,NA,NA
1976,Summer,1976-06-12,11900,0,895,12795,3676,5705,87.4245092207353,NA,NA
1976,Summer,1976-06-13,11700,0,973,12673,3547,5662,87.2590915883043,NA,NA
1976,Summer,1976-06-14,11600,0,942,12542,3236,5792,87.3149999277439,NA,NA
1976,Summer,1976-06-15,11400,0,876,12276,3150,5376,86.7339581732096,NA,NA
1976,Summer,1976-06-16,10900,0,846,11746,2914,5032,87.2028121718165,NA,NA
1976,Summer,1976-06-17,10500,0,838,11338,2992,4496,87.4476563076629,NA,NA
1976,Summer,1976-06-18,10400,0,780,11180,3477,3803,87.9265482371554,NA,NA
1976,Summer,1976-06-19,10200,0,796,10996,3579,3467,88.8772762525642,NA,NA
1976,Summer,1976-06-20,10600,0,858,11458,3991,3467,87.241133309449,NA,NA
1976,Summer,1976-06-21,10800,0,934,11734,4416,3268,87.2205963476704,NA,NA
1976,Summer,1976-06-22,10500,0,812,11312,3882,3330,87.1144885350963,NA,NA
1976,Summer,1976-06-23,10100,0,775,10875,3592,3183,86.193382674665,NA,NA
1976,Summer,1976-06-24,9840,0,725,10565,3345,3070,86.0988886746163,NA,NA
1976,Summer,1976-06-25,10000,0,737,10737,3701,2836,86.5010026592634,NA,NA
1976,Summer,1976-06-26,10100,0,698,10798,3666,2932,87.6383253482269,NA,NA
1976,Summer,1976-06-27,10100,0,724,10824,3591,2983,88.3050787889922,NA,NA
1976,Summer,1976-06-28,10200,0,819,11019,3692,3077,89.6774194839676,NA,NA
1976,Summer,1976-06-29,10500,0,724,11224,3944,2980,89.9796135250118,NA,NA
1976,Summer,1976-06-30,10500,0,673,11173,3868,3005,90.8076629417417,NA,NA
1976,Summer,1976-07-01,10500,0,668,11168,3649,3219,90.4781997704008,NA,NA
1976,Summer,1976-07-02,10400,0,698,11098,4063,2735,88.8001213491417,NA,NA
1976,Summer,1976-07-03,10600,0,755,11355,3944,3061,88.8210612057218,NA,NA
1976,Summer,1976-07-04,10900,0,790,11690,4434,2906,88.3943396533891,NA,NA
1976,Summer,1976-07-05,11100,0,900,12000,3927,3673,87.8806761269917,NA,NA
1976,Summer,1976-07-06,11200,0,870,12070,4922,2748,87.2881099274294,NA,NA
1976,Summer,1976-07-07,11400,0,740,12140,4770,2970,87.9426431382809,NA,NA
1976,Summer,1976-07-08,11500,0,690,12190,4939,2851,88.7608254292914,NA,NA
1976,Summer,1976-07-09,11600,0,655,12255,4895,2960,88.9314674017228,NA,NA
1976,Summer,1976-07-10,11600,0,619,12219,4831,2988,89.2155620010824,NA,NA
